hero_id,opponent_id,value,curated,resolved_value,cpgg,opick,cwatch,disagreement
sierra,domina,-14,,-14,-25.0,0.0,18.0,False
sierra,doomfist,37,,37,50.0,-50.0,-4.0,False
sierra,dva,-75,,-75,-75.0,50.0,,False
sierra,echo,2,,2,0.0,0.0,,False
sierra,emre,-25,,-25,-25.0,0.0,,False
sierra,freja,-1,,-1,0.0,0.0,-4.0,False
sierra,genji,-25,,-25,-25.0,50.0,-26.0,False
sierra,hanzo,-22,,-22,-25.0,50.0,-13.0,False
sierra,hazard,18,,18,25.0,-50.0,-4.0,False
sierra,illari,0,,0,0.0,50.0,,False
sierra,jetpack-cat,3,,3,0.0,0.0,,False
sierra,junker-queen,25,,25,25.0,-100.0,25.0,False
sierra,junkrat,-25,,-25,-25.0,0.0,,False
sierra,juno,-20,,-20,-25.0,0.0,-4.0,False
sierra,kiriko,-56,,-56,-75.0,-50.0,-9.0,True
sierra,lifeweaver,25,,25,25.0,0.0,,False
sierra,lucio,-2,,-2,0.0,100.0,-9.0,False
sierra,mauga,12,,12,0.0,50.0,47.0,False
sierra,mei,-20,,-20,-25.0,50.0,-4.0,False
sierra,mercy,-1,,-1,0.0,-50.0,-4.0,False
sierra,mizuki,21,,21,25.0,0.0,,False
sierra,moira,-63,,-63,-75.0,50.0,-25.0,False
sierra,orisa,-25,,-25,-25.0,50.0,,False
sierra,pharah,0,,0,0.0,50.0,,False
sierra,ramattra,2,,2,0.0,100.0,,False
sierra,reaper,-25,,-25,-25.0,50.0,,False
sierra,reinhardt,25,,25,25.0,0.0,,False
sierra,roadhog,0,,0,0.0,0.0,,False
sierra,shion,-25,,-25,-25.0,50.0,,False
sierra,sigma,-75,,-75,-75.0,0.0,,False
sierra,sojourn,0,,0,0.0,0.0,,False
sierra,soldier-76,0,,0,0.0,50.0,,False
sierra,sombra,-40,,-40,-75.0,50.0,,True
sierra,symmetra,-15,,-15,-25.0,50.0,,False
sierra,torbjorn,23,,23,25.0,0.0,17.0,False
sierra,tracer,0,,0,0.0,-50.0,,False
sierra,vendetta,13,,13,25.0,0.0,-25.0,False
sierra,venture,0,,0,0.0,-50.0,,False
sierra,widowmaker,-24,,-24,-25.0,50.0,-20.0,False
sierra,winston,-42,,-42,-50.0,100.0,-19.0,False
sierra,wrecking-ball,25,,25,25.0,50.0,,False
sierra,wuyang,-22,,-22,-25.0,-50.0,-13.0,False
sierra,zarya,-29,,-29,-50.0,-50.0,24.0,True
sierra,zenyatta,25,,25,25.0,50.0,,False
sigma,ana,75,,75,75.0,50.0,,False
sigma,anran,-50,,-50,-50.0,0.0,,False
sigma,ashe,25,,25,25.0,0.0,,False
sigma,baptiste,0,20.0,20,0.0,50.0,,False
sigma,bastion,75,,75,75.0,-50.0,,False
sigma,brigitte,-45,,-45,-50.0,0.0,-29.0,False
sigma,cassidy,41,,41,50.0,50.0,,False
sigma,dmon,-75,,-75,-75.0,0.0,,False
sigma,domina,9,,9,,,,False
sigma,doomfist,6,,6,0.0,0.0,24.0,False
sigma,dva,-13,,-13,-25.0,-50.0,23.0,False
sigma,echo,-25,,-25,-25.0,-50.0,-26.0,False
sigma,emre,40,,40,50.0,0.0,,False
sigma,freja,21,,21,25.0,0.0,,False
sigma,genji,-33,,-33,-50.0,0.0,,True
sigma,hanzo,43,,43,50.0,50.0,23.0,False
sigma,hazard,46,,46,50.0,0.0,34.0,False
sigma,illari,21,,21,25.0,0.0,,False
sigma,jetpack-cat,-25,,-25,-25.0,50.0,,False
sigma,junker-queen,-18,,-18,-25.0,50.0,,False
sigma,junkrat,3,,3,0.0,50.0,,False
sigma,juno,-4,,-4,0.0,0.0,-17.0,False
sigma,kiriko,0,-20.0,-20,0.0,0.0,,False
sigma,lifeweaver,-7,,-7,0.0,100.0,-28.0,False
sigma,lucio,-50,,-50,-50.0,-50.0,,False
sigma,mauga,75,,75,75.0,0.0,,False
sigma,mei,12,,12,25.0,50.0,-28.0,False
sigma,mercy,-25,,-25,-25.0,0.0,,False
sigma,moira,-43,,-43,-50.0,50.0,-22.0,False
sigma,orisa,40,,40,50.0,0.0,,False
sigma,pharah,-20,,-20,-25.0,0.0,-4.0,False
sigma,ramattra,-21,,-21,-25.0,50.0,-9.0,False
sigma,reaper,-25,,-25,-25.0,50.0,,False
sigma,reinhardt,-43,,-43,-50.0,0.0,-22.0,False
sigma,roadhog,-18,,-18,-25.0,-50.0,,False
sigma,shion,-50,,-50,-50.0,0.0,,False
sigma,sierra,75,,75,75.0,100.0,,False
sigma,sojourn,21,,21,25.0,0.0,,False
sigma,soldier-76,56,,56,75.0,-50.0,,True
sigma,sombra,-75,,-75,-75.0,50.0,,False
sigma,symmetra,-52,,-52,-50.0,0.0,-56.0,False
sigma,torbjorn,100,,100,100.0,-50.0,,False
sigma,tracer,-40,,-40,-75.0,0.0,,True
sigma,vendetta,-50,,-50,-50.0,0.0,,False
sigma,venture,-37,,-37,-50.0,0.0,,False
sigma,widowmaker,6,,6,0.0,0.0,,False
sigma,winston,-40,,-40,-75.0,50.0,,True
sigma,wrecking-ball,6,,6,0.0,100.0,24.0,False
sigma,wuyang,50,,50,50.0,50.0,,False
sigma,zarya,-66,,-66,-100.0,50.0,-17.0,True
sigma,zenyatta,24,,24,50.0,-50.0,-35.0,True
sojourn,ana,25,,25,25.0,0.0,,False
sojourn,ashe,0,,0,0.0,0.0,,False
sojourn,baptiste,23,,23,25.0,0.0,18.0,False
sojourn,bastion,59,,59,75.0,0.0,,True
sojourn,brigitte,25,,25,25.0,0.0,,False
sojourn,cassidy,21,,21,25.0,0.0,,False
sojourn,dmon,-25,,-25,-25.0,0.0,,False
sojourn,domina,75,,75,75.0,50.0,,False
sojourn,doomfist,-3,,-3,0.0,-50.0,-13.0,False
sojourn,dva,-50,,-50,-50.0,-50.0,,False
sojourn,echo,4,,4,0.0,-100.0,,False
sojourn,freja,-21,,-21,-25.0,-50.0,-9.0,False
sojourn,genji,-41,,-41,-50.0,0.0,-15.0,False
sojourn,hanzo,-21,,-21,-25.0,0.0,-9.0,False
sojourn,hazard,-21,,-21,-25.0,0.0,-9.0,False
sojourn,illari,40,,40,50.0,-50.0,,False
sojourn,jetpack-cat,40,,40,50.0,50.0,,False
sojourn,junker-queen,0,,0,0.0,0.0,,False
sojourn,junkrat,25,,25,25.0,0.0,,False
sojourn,juno,18,,18,25.0,-50.0,-4.0,False
sojourn,kiriko,-1,,-1,0.0,0.0,-4.0,False
sojourn,lifeweaver,14,,14,25.0,100.0,-18.0,False
sojourn,lucio,-1,,-1,0.0,50.0,-4.0,False
sojourn,mauga,46,,46,50.0,0.0,34.0,False
sojourn,mei,21,,21,25.0,0.0,,False
sojourn,mercy,-5,,-5,0.0,0.0,-19.0,False
sojourn,moira,-1,,-1,0.0,0.0,-4.0,False
sojourn,orisa,-25,,-25,-25.0,50.0,,False
sojourn,pharah,25,,25,25.0,0.0,,False
sojourn,ramattra,0,,0,0.0,-50.0,,False
sojourn,reaper,6,,6,0.0,-50.0,23.0,False
sojourn,reinhardt,25,,25,25.0,50.0,,False
sojourn,roadhog,43,,43,50.0,0.0,20.0,False
sojourn,shion,-25,,-25,-25.0,100.0,,False
sojourn,sierra,0,,0,0.0,0.0,,False
sojourn,sigma,-21,,-21,-25.0,0.0,-9.0,False
sojourn,soldier-76,-2,,-2,0.0,0.0,-9.0,False
sojourn,sombra,-15,,-15,-25.0,0.0,,False
sojourn,symmetra,23,,23,25.0,0.0,,False
sojourn,torbjorn,45,,45,50.0,0.0,28.0,False
sojourn,tracer,4,,4,0.0,0.0,,False
sojourn,vendetta,-22,,-22,-25.0,-100.0,-13.0,False
sojourn,venture,-22,,-22,-25.0,0.0,-13.0,False
sojourn,widowmaker,-25,,-25,-25.0,-50.0,,False
sojourn,winston,-23,,-23,-25.0,50.0,-15.0,False
sojourn,wrecking-ball,-23,,-23,-25.0,-50.0,-17.0,False
sojourn,wuyang,-3,,-3,0.0,50.0,-13.0,False
sojourn,zarya,-50,,-50,-50.0,-50.0,,False
sojourn,zenyatta,21,,21,25.0,50.0,,False
soldier-76,ana,0,,0,0.0,50.0,,False
soldier-76,anran,-19,,-19,,0.0,-19.0,False
soldier-76,ashe,2,,2,0.0,0.0,,False
soldier-76,baptiste,-17,,-17,-25.0,100.0,,False
soldier-76,bastion,22,,22,25.0,0.0,,False
soldier-76,brigitte,-4,,-4,0.0,0.0,-17.0,False
soldier-76,cassidy,-18,,-18,-25.0,50.0,,False
soldier-76,dmon,-24,,-24,-25.0,0.0,-21.0,False
soldier-76,doomfist,-25,,-25,-25.0,-50.0,-26.0,False
soldier-76,dva,-75,,-75,-75.0,-50.0,,False
soldier-76,echo,61,,61,75.0,50.0,17.0,False
soldier-76,emre,15,,15,,,,False
soldier-76,freja,-15,,-15,-25.0,-100.0,,False
soldier-76,genji,-43,,-43,-50.0,-50.0,-20.0,False
soldier-76,hanzo,-22,,-22,-25.0,0.0,-13.0,False
soldier-76,hazard,-23,,-23,-25.0,0.0,-17.0,False
soldier-76,illari,-25,,-25,-25.0,0.0,,False
soldier-76,jetpack-cat,65,,65,75.0,0.0,35.0,False
soldier-76,junker-queen,-3,,-3,0.0,-50.0,-13.0,False
soldier-76,junkrat,40,,40,50.0,50.0,,False
soldier-76,juno,45,,45,50.0,0.0,29.0,False
soldier-76,kiriko,0,,0,0.0,0.0,,False
soldier-76,lifeweaver,18,,18,25.0,50.0,-4.0,False
soldier-76,lucio,25,,25,25.0,-50.0,,False
soldier-76,mauga,3,,3,0.0,0.0,,False
soldier-76,mei,18,,18,25.0,0.0,-4.0,False
soldier-76,mercy,75,,75,75.0,0.0,,False
soldier-76,moira,21,,21,25.0,50.0,,False
soldier-76,orisa,-1,,-1,0.0,50.0,-4.0,False
soldier-76,pharah,64,,64,75.0,0.0,30.0,False
soldier-76,ramattra,0,,0,0.0,-50.0,,False
soldier-76,reaper,-25,,-25,-25.0,0.0,,False
soldier-76,reinhardt,-21,,-21,-25.0,100.0,-9.0,False
soldier-76,roadhog,0,,0,0.0,50.0,,False
soldier-76,shion,25,,25,25.0,0.0,,False
soldier-76,sierra,0,,0,0.0,0.0,,False
soldier-76,sigma,-56,,-56,-75.0,50.0,-9.0,True
soldier-76,sojourn,2,,2,0.0,0.0,,False
soldier-76,sombra,-16,,-16,-25.0,50.0,,False
soldier-76,symmetra,2,,2,0.0,0.0,,False
soldier-76,torbjorn,24,,24,25.0,0.0,21.0,False
soldier-76,tracer,3,,3,0.0,-50.0,,False
soldier-76,vendetta,-62,,-62,-75.0,-50.0,-22.0,False
soldier-76,venture,-40,,-40,-50.0,0.0,-9.0,False
soldier-76,widowmaker,-23,,-23,-25.0,50.0,-17.0,False
soldier-76,winston,-59,,-59,-75.0,50.0,-13.0,True
soldier-76,wrecking-ball,-22,,-22,-25.0,-50.0,-13.0,False
soldier-76,wuyang,0,,0,0.0,0.0,,False
soldier-76,zarya,-25,,-25,-25.0,0.0,,False
soldier-76,zenyatta,21,,21,25.0,-50.0,,False
sombra,ana,40,,40,50.0,50.0,,False
sombra,anran,35,,35,50.0,50.0,-9.0,False
sombra,ashe,56,,56,75.0,50.0,,True
sombra,baptiste,12,,12,25.0,50.0,-27.0,False
sombra,bastion,5,,5,0.0,50.0,,False
sombra,brigitte,-47,,-47,-50.0,50.0,-38.0,False
sombra,cassidy,-59,,-59,-75.0,100.0,-13.0,True
sombra,dmon,-44,,-44,-50.0,0.0,-26.0,False
sombra,domina,-4,,-4,,0.0,-4.0,False
sombra,doomfist,50,,50,50.0,-100.0,,False
sombra,dva,-50,,-50,-50.0,50.0,,False
sombra,echo,22,,22,25.0,-100.0,,False
sombra,freja,24,,24,25.0,-50.0,22.0,False
sombra,genji,-2,,-2,0.0,0.0,-9.0,False
sombra,hanzo,0,,0,0.0,-50.0,,False
sombra,hazard,25,,25,25.0,0.0,,False
sombra,illari,40,,40,50.0,50.0,,False
sombra,jetpack-cat,53,,53,75.0,0.0,,True
sombra,junker-queen,0,,0,0.0,0.0,,False
sombra,junkrat,35,,35,50.0,100.0,-9.0,False
sombra,juno,49,,49,50.0,0.0,44.0,False
sombra,kiriko,-75,,-75,-75.0,0.0,,False
sombra,lifeweaver,42,,42,50.0,0.0,,False
sombra,lucio,42,,42,75.0,-50.0,-13.0,True
sombra,mauga,-12,,-12,-25.0,-50.0,26.0,False
sombra,mei,-42,,-42,-50.0,-50.0,-17.0,False
sombra,mercy,47,,47,50.0,0.0,36.0,False
sombra,mizuki,-4,,-4,,-50.0,-4.0,False
sombra,moira,-56,,-56,-75.0,-100.0,-9.0,True
sombra,orisa,0,,0,0.0,50.0,,False
sombra,pharah,62,,62,75.0,50.0,,False
sombra,ramattra,-2,,-2,0.0,-50.0,-9.0,False
sombra,reaper,-40,,-40,-50.0,50.0,-9.0,False
sombra,reinhardt,0,,0,0.0,50.0,,False
sombra,roadhog,0,,0,0.0,50.0,,False
sombra,shion,-3,,-3,0.0,100.0,-13.0,False
sombra,sierra,40,,40,75.0,0.0,-17.0,True
sombra,sigma,75,,75,75.0,0.0,,False
sombra,sojourn,15,,15,25.0,0.0,-17.0,False
sombra,soldier-76,16,,16,25.0,-50.0,-13.0,False
sombra,symmetra,-61,,-61,-75.0,0.0,-17.0,False
sombra,torbjorn,-35,,-35,-50.0,0.0,,False
sombra,tracer,-2,,-2,0.0,0.0,-9.0,False
sombra,vendetta,-7,,-7,0.0,0.0,-27.0,False
sombra,venture,-6,,-6,0.0,0.0,-23.0,False
sombra,widowmaker,61,,61,75.0,-50.0,,False
sombra,winston,-7,,-7,0.0,-50.0,-28.0,False
sombra,wrecking-ball,65,,65,75.0,50.0,34.0,False
sombra,wuyang,-16,,-16,-25.0,50.0,,False
sombra,zarya,-41,,-41,-50.0,-50.0,-13.0,False
sombra,zenyatta,40,,40,50.0,0.0,,False
symmetra,ana,-4,,-4,0.0,-50.0,-17.0,False
symmetra,anran,42,,42,75.0,50.0,-13.0,True
symmetra,ashe,-6,,-6,0.0,-50.0,-22.0,False
symmetra,baptiste,3,,3,0.0,50.0,,False
symmetra,bastion,-25,,-25,-25.0,-50.0,,False
symmetra,brigitte,45,,45,75.0,0.0,-9.0,True
symmetra,cassidy,-41,,-41,-50.0,-50.0,-13.0,False
symmetra,dmon,27,,27,50.0,0.0,-28.0,True
symmetra,domina,66,,66,75.0,0.0,40.0,False
symmetra,doomfist,25,,25,25.0,0.0,,False
symmetra,dva,45,,45,50.0,-50.0,,False
symmetra,echo,4,,4,0.0,0.0,,False
symmetra,emre,-13,,-13,,0.0,-13.0,False
symmetra,freja,-41,,-41,-50.0,50.0,-13.0,False
symmetra,genji,100,,100,100.0,-100.0,,False
symmetra,hanzo,-40,,-40,-50.0,50.0,-9.0,False
symmetra,hazard,25,,25,25.0,0.0,,False
symmetra,illari,2,,2,0.0,50.0,,False
symmetra,jetpack-cat,-59,,-59,-75.0,50.0,-13.0,True
symmetra,junker-queen,-13,,-13,-25.0,0.0,,False
symmetra,junkrat,-3,,-3,0.0,50.0,-13.0,False
symmetra,juno,0,,0,0.0,50.0,,False
symmetra,kiriko,-4,,-4,0.0,0.0,-17.0,False
symmetra,lifeweaver,-3,,-3,0.0,-50.0,-13.0,False
symmetra,lucio,25,,25,25.0,-50.0,,False
symmetra,mauga,13,,13,0.0,50.0,50.0,False
symmetra,mei,-2,,-2,0.0,50.0,-9.0,False
symmetra,mercy,-4,,-4,0.0,50.0,-17.0,False
symmetra,mizuki,-13,,-13,,0.0,-13.0,False
symmetra,moira,38,,38,75.0,-50.0,-22.0,True
symmetra,orisa,28,,28,25.0,0.0,36.0,False
symmetra,pharah,-56,,-56,-75.0,50.0,-9.0,True
symmetra,ramattra,27,,27,25.0,50.0,,False
symmetra,reaper,33,,33,50.0,50.0,-13.0,True
symmetra,reinhardt,75,,75,75.0,0.0,,False
symmetra,roadhog,-50,,-50,-50.0,0.0,,False
symmetra,shion,45,,45,75.0,-50.0,-9.0,True
symmetra,sierra,15,,15,25.0,50.0,-17.0,False
symmetra,sigma,52,,52,50.0,-50.0,56.0,False
symmetra,sojourn,-23,,-23,-25.0,-50.0,-17.0,False
symmetra,soldier-76,-2,,-2,0.0,-50.0,-9.0,False
symmetra,sombra,61,,61,75.0,0.0,,False
symmetra,torbjorn,2,,2,0.0,-100.0,,False
symmetra,tracer,35,,35,50.0,50.0,-9.0,False
symmetra,vendetta,31,,31,50.0,0.0,-17.0,True
symmetra,venture,31,,31,50.0,-50.0,-17.0,True
symmetra,widowmaker,-9,,-9,0.0,50.0,-36.0,False
symmetra,winston,25,,25,25.0,0.0,,False
symmetra,wrecking-ball,36,,36,25.0,-100.0,,False
symmetra,wuyang,-62,,-62,-75.0,0.0,-22.0,False
symmetra,zarya,-18,,-18,-75.0,0.0,62.0,True
symmetra,zenyatta,0,,0,0.0,-50.0,,False
torbjorn,ana,-23,,-23,-25.0,-50.0,-17.0,False
torbjorn,anran,25,,25,25.0,-50.0,,False
torbjorn,ashe,-42,,-42,-50.0,50.0,-17.0,False
torbjorn,baptiste,-22,,-22,-25.0,-50.0,-13.0,False
torbjorn,bastion,17,,17,25.0,0.0,-9.0,False
torbjorn,brigitte,42,,42,50.0,0.0,,False
torbjorn,cassidy,0,,0,0.0,0.0,,False
torbjorn,dmon,81,,81,75.0,0.0,100.0,False
torbjorn,domina,-41,,-41,-50.0,50.0,-13.0,False
torbjorn,doomfist,45,,45,50.0,0.0,31.0,False
torbjorn,dva,25,,25,25.0,0.0,,False
torbjorn,echo,-61,,-61,-75.0,0.0,-17.0,False
torbjorn,emre,-38,,-38,,-50.0,-38.0,False
torbjorn,freja,-39,,-39,-50.0,0.0,-4.0,False
torbjorn,genji,31,,31,50.0,-50.0,-17.0,True
torbjorn,hanzo,-43,,-43,-50.0,-50.0,-22.0,False
torbjorn,hazard,44,,44,50.0,0.0,,False
torbjorn,illari,-26,,-26,-25.0,0.0,-28.0,False
torbjorn,junker-queen,5,,5,0.0,0.0,,False
torbjorn,junkrat,0,,0,0.0,0.0,,False
torbjorn,juno,-2,,-2,0.0,0.0,-9.0,False
torbjorn,kiriko,-7,,-7,0.0,50.0,-26.0,False
torbjorn,lifeweaver,-2,,-2,0.0,100.0,-9.0,False
torbjorn,lucio,12,,12,25.0,-50.0,-26.0,False
torbjorn,mauga,-11,,-11,-25.0,0.0,,False
torbjorn,mei,-1,,-1,0.0,0.0,-4.0,False
torbjorn,mercy,-4,,-4,0.0,0.0,-17.0,False
torbjorn,mizuki,-9,,-9,,0.0,-9.0,False
torbjorn,moira,45,,45,50.0,50.0,,False
torbjorn,orisa,-50,,-50,-50.0,100.0,,False
torbjorn,pharah,-44,,-44,-50.0,100.0,-26.0,False
torbjorn,ramattra,-50,,-50,-50.0,-50.0,,False
torbjorn,reaper,50,,50,50.0,0.0,,False
torbjorn,reinhardt,67,,67,75.0,50.0,43.0,False
torbjorn,roadhog,10,,10,0.0,-50.0,40.0,False
torbjorn,shion,51,,51,50.0,-100.0,,False
torbjorn,sierra,-23,,-23,-25.0,100.0,-17.0,False
torbjorn,sigma,-100,,-100,-100.0,50.0,,False
torbjorn,sojourn,-45,,-45,-50.0,50.0,-28.0,False
torbjorn,soldier-76,-24,,-24,-25.0,0.0,-22.0,False
torbjorn,sombra,35,,35,50.0,50.0,-9.0,False
torbjorn,symmetra,-2,,-2,0.0,0.0,-9.0,False
torbjorn,tracer,75,,75,75.0,0.0,,False
torbjorn,vendetta,26,,26,25.0,0.0,,False
torbjorn,venture,50,,50,50.0,0.0,,False
torbjorn,widowmaker,-23,,-23,-25.0,0.0,-17.0,False
torbjorn,winston,80,,80,100.0,-50.0,32.0,True
torbjorn,wrecking-ball,44,,44,50.0,100.0,,False
torbjorn,wuyang,-46,,-46,-50.0,100.0,-32.0,False
torbjorn,zarya,-50,,-50,-50.0,-50.0,,False
torbjorn,zenyatta,-24,,-24,-25.0,0.0,-22.0,False
tracer,ana,60,,60,75.0,0.0,16.0,False
tracer,ashe,50,,50,50.0,0.0,,False
tracer,baptiste,-25,,-25,-25.0,50.0,,False
tracer,bastion,63,,63,75.0,-50.0,28.0,False
tracer,brigitte,-75,,-75,-75.0,0.0,,False
tracer,cassidy,-64,,-64,-75.0,0.0,-32.0,False
tracer,dmon,0,,0,0.0,0.0,,False
tracer,domina,50,,50,50.0,0.0,,False
tracer,doomfist,15,,15,25.0,0.0,-17.0,False
tracer,dva,0,,0,0.0,0.0,,False
tracer,echo,-45,,-45,-75.0,100.0,,True
tracer,freja,-25,,-25,-25.0,-50.0,,False
tracer,genji,0,,0,0.0,-50.0,,False
tracer,hanzo,29,,29,50.0,0.0,-23.0,True
tracer,hazard,13,,13,25.0,-50.0,-22.0,False
tracer,illari,-50,,-50,-50.0,-50.0,,False
tracer,junker-queen,0,,0,0.0,-50.0,,False
tracer,junkrat,-9,,-9,0.0,-50.0,-36.0,False
tracer,juno,26,,26,25.0,0.0,30.0,False
tracer,kiriko,-21,,-21,-25.0,50.0,-9.0,False
tracer,lifeweaver,26,,26,25.0,50.0,30.0,False
tracer,lucio,-25,,-25,-25.0,50.0,,False
tracer,mauga,0,,0,0.0,0.0,,False
tracer,mei,-35,,-35,-50.0,-50.0,,False
tracer,mercy,-29,,-29,-50.0,-50.0,22.0,True
tracer,mizuki,-17,,-17,,0.0,-17.0,False
tracer,moira,-42,,-42,-75.0,50.0,,True
tracer,orisa,18,,18,25.0,0.0,-4.0,False
tracer,pharah,-75,,-75,-75.0,50.0,,False
tracer,ramattra,-3,,-3,0.0,-50.0,-13.0,False
tracer,reaper,0,,0,0.0,50.0,,False
tracer,reinhardt,25,,25,25.0,50.0,,False
tracer,roadhog,-6,,-6,0.0,-50.0,-22.0,False
tracer,shion,27,,27,50.0,50.0,-26.0,True
tracer,sierra,0,,0,0.0,100.0,,False
tracer,sigma,40,,40,75.0,0.0,-17.0,True
tracer,sojourn,-4,,-4,0.0,0.0,-17.0,False
tracer,soldier-76,-3,,-3,0.0,50.0,-13.0,False
tracer,sombra,2,,2,0.0,-50.0,,False
tracer,symmetra,-35,,-35,-50.0,-50.0,,False
tracer,torbjorn,-75,,-75,-75.0,0.0,,False
tracer,vendetta,-3,,-3,0.0,0.0,-13.0,False
tracer,venture,-4,,-4,0.0,0.0,-17.0,False
tracer,widowmaker,75,,75,75.0,50.0,,False
tracer,winston,-2,,-2,0.0,100.0,-9.0,False
tracer,wrecking-ball,15,,15,25.0,-100.0,-17.0,False
tracer,wuyang,-25,,-25,-25.0,-50.0,,False
tracer,zarya,25,,25,25.0,-50.0,,False
tracer,zenyatta,75,,75,75.0,-50.0,,False
vendetta,ana,41,,41,50.0,50.0,,False
vendetta,ashe,59,,59,75.0,0.0,,True
vendetta,baptiste,2,,2,0.0,-100.0,,False
vendetta,bastion,-25,,-25,-25.0,0.0,,False
vendetta,brigitte,0,,0,0.0,100.0,,False
vendetta,cassidy,-40,,-40,-50.0,-50.0,-9.0,False
vendetta,dmon,-6,,-6,0.0,0.0,-22.0,False
vendetta,domina,50,,50,50.0,0.0,,False
vendetta,doomfist,-7,,-7,0.0,0.0,-29.0,False
vendetta,dva,25,,25,25.0,-50.0,,False
vendetta,echo,-40,,-40,-50.0,0.0,-9.0,False
vendetta,emre,25,,25,25.0,-50.0,,False
vendetta,freja,0,,0,0.0,0.0,,False
vendetta,genji,0,,0,0.0,100.0,,False
vendetta,hanzo,62,,62,75.0,0.0,,False
vendetta,hazard,-6,,-6,0.0,0.0,-22.0,False
vendetta,illari,0,,0,0.0,100.0,,False
vendetta,jetpack-cat,-75,,-75,-75.0,50.0,,False
vendetta,junker-queen,-25,,-25,-25.0,0.0,,False
vendetta,junkrat,-7,,-7,0.0,0.0,-28.0,False
vendetta,juno,2,,2,0.0,0.0,,False
vendetta,kiriko,8,,8,0.0,0.0,31.0,False
vendetta,lifeweaver,66,,66,75.0,-50.0,37.0,False
vendetta,lucio,-14,,-14,-25.0,-50.0,,False
vendetta,mauga,-25,,-25,-25.0,0.0,,False
vendetta,mei,-50,,-50,-50.0,-50.0,,False
vendetta,mercy,26,,26,25.0,0.0,28.0,False
vendetta,mizuki,-50,,-50,-50.0,50.0,,False
vendetta,moira,-21,,-21,-25.0,50.0,-9.0,False
vendetta,orisa,-41,,-41,-50.0,100.0,-13.0,False
vendetta,pharah,-65,,-65,-75.0,50.0,-34.0,False
vendetta,ramattra,-4,,-4,0.0,0.0,-17.0,False
vendetta,reaper,7,,7,0.0,0.0,,False
vendetta,reinhardt,-6,,-6,0.0,-50.0,-22.0,False
vendetta,roadhog,-39,,-39,-50.0,-50.0,-4.0,False
vendetta,shion,6,,6,0.0,0.0,,False
vendetta,sierra,-13,,-13,-25.0,0.0,,False
vendetta,sigma,50,,50,50.0,50.0,,False
vendetta,sojourn,22,,22,25.0,100.0,,False
vendetta,soldier-76,62,,62,75.0,-50.0,,False
vendetta,sombra,7,,7,0.0,0.0,27.0,False
vendetta,symmetra,-31,,-31,-50.0,50.0,,True
vendetta,torbjorn,-26,,-26,-25.0,50.0,-30.0,False
vendetta,tracer,3,,3,0.0,0.0,,False
vendetta,venture,0,,0,0.0,0.0,,False
vendetta,widowmaker,45,,45,50.0,-100.0,29.0,False
vendetta,winston,11,,11,25.0,100.0,-31.0,False
vendetta,wrecking-ball,11,,11,25.0,50.0,-30.0,False
vendetta,wuyang,1,,1,0.0,100.0,,False
vendetta,zarya,9,,9,0.0,0.0,,False
vendetta,zenyatta,38,,38,75.0,-50.0,-22.0,True
venture,ana,42,,42,50.0,0.0,,False
venture,anran,27,,27,,50.0,27.0,False
venture,ashe,59,,59,75.0,100.0,,True
venture,baptiste,-17,,-17,-25.0,50.0,,False
venture,bastion,25,,25,25.0,50.0,,False
venture,brigitte,-21,,-21,-25.0,-50.0,-9.0,False
venture,cassidy,-41,,-41,-50.0,-50.0,-13.0,False
venture,dmon,-7,,-7,0.0,0.0,-28.0,False
venture,domina,-13,,-13,,0.0,-13.0,False
venture,doomfist,-9,,-9,0.0,50.0,-34.0,False
venture,dva,2,,2,0.0,0.0,,False
venture,echo,-75,,-75,-75.0,-100.0,,False
venture,emre,25,,25,25.0,50.0,,False
venture,freja,-40,,-40,-50.0,0.0,-9.0,False
venture,genji,2,,2,0.0,-100.0,,False
venture,hanzo,24,,24,25.0,0.0,21.0,False
venture,hazard,-7,,-7,0.0,-50.0,-26.0,False
venture,illari,-14,,-14,-25.0,50.0,,False
venture,jetpack-cat,-24,,-24,-25.0,-100.0,-22.0,False
venture,junker-queen,0,,0,0.0,0.0,,False
venture,junkrat,-2,,-2,0.0,0.0,-9.0,False
venture,juno,-25,,-25,-25.0,50.0,,False
venture,kiriko,-27,,-27,-50.0,-50.0,28.0,True
venture,lifeweaver,41,,41,50.0,0.0,,False
venture,lucio,-15,,-15,-25.0,-50.0,,False
venture,mauga,-21,,-21,-25.0,0.0,-9.0,False
venture,mei,-50,,-50,-50.0,0.0,,False
venture,mercy,2,,2,0.0,0.0,,False
venture,moira,-25,,-25,-25.0,0.0,,False
venture,orisa,-21,,-21,-25.0,50.0,-9.0,False
venture,pharah,-66,,-66,-75.0,0.0,-37.0,False
venture,ramattra,-22,,-22,-25.0,50.0,-13.0,False
venture,reaper,0,,0,0.0,50.0,,False
venture,reinhardt,-7,,-7,0.0,-50.0,-26.0,False
venture,roadhog,-25,,-25,-25.0,-50.0,-26.0,False
venture,shion,23,,23,25.0,50.0,,False
venture,sierra,0,,0,0.0,100.0,,False
venture,sigma,37,,37,50.0,0.0,-4.0,False
venture,sojourn,22,,22,25.0,-50.0,,False
venture,soldier-76,40,,40,50.0,0.0,,False
venture,sombra,6,,6,0.0,50.0,23.0,False
venture,symmetra,-31,,-31,-50.0,50.0,,True
venture,torbjorn,-50,,-50,-50.0,50.0,,False
